parameter_name,math_symbol,python_variable,current_value,unit,original_source,using_files,using_questions,paper_location
S010-WAT-01.deadline,h_b,Model.boxes[S010-WAT-01].deadline,3600,s,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S010-WAT-01.priority,π_b,Model.boxes[S010-WAT-01].priority,12,系数,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S010-WAT-01.first,F_b,Model.boxes[S010-WAT-01].first,True,布尔,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S010-WAT-01.medical,M_b,Model.boxes[S010-WAT-01].medical,False,布尔,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S010-FOD-01.node,i_b,Model.boxes[S010-FOD-01].node,10,服务区索引,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S010-FOD-01.w,w_b,Model.boxes[S010-FOD-01].w,8,kg,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S010-FOD-01.v,v_b,Model.boxes[S010-FOD-01].v,0.028,m³,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S010-FOD-01.due,d_b,Model.boxes[S010-FOD-01].due,7200,s,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S010-FOD-01.deadline,h_b,Model.boxes[S010-FOD-01].deadline,无硬截止,s,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S010-FOD-01.priority,π_b,Model.boxes[S010-FOD-01].priority,10,系数,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S010-FOD-01.first,F_b,Model.boxes[S010-FOD-01].first,False,布尔,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S010-FOD-01.medical,M_b,Model.boxes[S010-FOD-01].medical,False,布尔,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S011-MED-01.node,i_b,Model.boxes[S011-MED-01].node,11,服务区索引,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S011-MED-01.w,w_b,Model.boxes[S011-MED-01].w,3,kg,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S011-MED-01.v,v_b,Model.boxes[S011-MED-01].v,0.012,m³,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S011-MED-01.due,d_b,Model.boxes[S011-MED-01].due,10800,s,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S011-MED-01.deadline,h_b,Model.boxes[S011-MED-01].deadline,10800,s,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S011-MED-01.priority,π_b,Model.boxes[S011-MED-01].priority,16,系数,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S011-MED-01.first,F_b,Model.boxes[S011-MED-01].first,True,布尔,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S011-MED-01.medical,M_b,Model.boxes[S011-MED-01].medical,True,布尔,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S011-WAT-01.node,i_b,Model.boxes[S011-WAT-01].node,11,服务区索引,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S011-WAT-01.w,w_b,Model.boxes[S011-WAT-01].w,14,kg,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S011-WAT-01.v,v_b,Model.boxes[S011-WAT-01].v,0.027,m³,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S011-WAT-01.due,d_b,Model.boxes[S011-WAT-01].due,10800,s,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S011-WAT-01.deadline,h_b,Model.boxes[S011-WAT-01].deadline,10800,s,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S011-WAT-01.priority,π_b,Model.boxes[S011-WAT-01].priority,8,系数,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S011-WAT-01.first,F_b,Model.boxes[S011-WAT-01].first,True,布尔,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S011-WAT-01.medical,M_b,Model.boxes[S011-WAT-01].medical,False,布尔,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S011-FOD-01.node,i_b,Model.boxes[S011-FOD-01].node,11,服务区索引,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S011-FOD-01.w,w_b,Model.boxes[S011-FOD-01].w,8,kg,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S011-FOD-01.v,v_b,Model.boxes[S011-FOD-01].v,0.028,m³,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S011-FOD-01.due,d_b,Model.boxes[S011-FOD-01].due,14400,s,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S011-FOD-01.deadline,h_b,Model.boxes[S011-FOD-01].deadline,无硬截止,s,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S011-FOD-01.priority,π_b,Model.boxes[S011-FOD-01].priority,6,系数,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S011-FOD-01.first,F_b,Model.boxes[S011-FOD-01].first,False,布尔,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S011-FOD-01.medical,M_b,Model.boxes[S011-FOD-01].medical,False,布尔,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S012-MED-01.node,i_b,Model.boxes[S012-MED-01].node,12,服务区索引,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S012-MED-01.w,w_b,Model.boxes[S012-MED-01].w,3,kg,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S012-MED-01.v,v_b,Model.boxes[S012-MED-01].v,0.012,m³,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S012-MED-01.due,d_b,Model.boxes[S012-MED-01].due,7200,s,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S012-MED-01.deadline,h_b,Model.boxes[S012-MED-01].deadline,3600,s,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S012-MED-01.priority,π_b,Model.boxes[S012-MED-01].priority,22,系数,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S012-MED-01.first,F_b,Model.boxes[S012-MED-01].first,True,布尔,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S012-MED-01.medical,M_b,Model.boxes[S012-MED-01].medical,True,布尔,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S012-WAT-01.node,i_b,Model.boxes[S012-WAT-01].node,12,服务区索引,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S012-WAT-01.w,w_b,Model.boxes[S012-WAT-01].w,14,kg,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S012-WAT-01.v,v_b,Model.boxes[S012-WAT-01].v,0.027,m³,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S012-WAT-01.due,d_b,Model.boxes[S012-WAT-01].due,3600,s,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S012-WAT-01.deadline,h_b,Model.boxes[S012-WAT-01].deadline,3600,s,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S012-WAT-01.priority,π_b,Model.boxes[S012-WAT-01].priority,12,系数,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S012-WAT-01.first,F_b,Model.boxes[S012-WAT-01].first,True,布尔,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S012-WAT-01.medical,M_b,Model.boxes[S012-WAT-01].medical,False,布尔,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S012-FOD-01.node,i_b,Model.boxes[S012-FOD-01].node,12,服务区索引,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S012-FOD-01.w,w_b,Model.boxes[S012-FOD-01].w,8,kg,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S012-FOD-01.v,v_b,Model.boxes[S012-FOD-01].v,0.028,m³,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S012-FOD-01.due,d_b,Model.boxes[S012-FOD-01].due,7200,s,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S012-FOD-01.deadline,h_b,Model.boxes[S012-FOD-01].deadline,无硬截止,s,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S012-FOD-01.priority,π_b,Model.boxes[S012-FOD-01].priority,10,系数,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S012-FOD-01.first,F_b,Model.boxes[S012-FOD-01].first,False,布尔,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S012-FOD-01.medical,M_b,Model.boxes[S012-FOD-01].medical,False,布尔,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S013-MED-01.node,i_b,Model.boxes[S013-MED-01].node,13,服务区索引,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S013-MED-01.w,w_b,Model.boxes[S013-MED-01].w,3,kg,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S013-MED-01.v,v_b,Model.boxes[S013-MED-01].v,0.012,m³,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S013-MED-01.due,d_b,Model.boxes[S013-MED-01].due,3600,s,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S013-MED-01.deadline,h_b,Model.boxes[S013-MED-01].deadline,3600,s,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S013-MED-01.priority,π_b,Model.boxes[S013-MED-01].priority,24,系数,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S013-MED-01.first,F_b,Model.boxes[S013-MED-01].first,True,布尔,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S013-MED-01.medical,M_b,Model.boxes[S013-MED-01].medical,True,布尔,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S013-WAT-01.node,i_b,Model.boxes[S013-WAT-01].node,13,服务区索引,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S013-WAT-01.w,w_b,Model.boxes[S013-WAT-01].w,14,kg,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S013-WAT-01.v,v_b,Model.boxes[S013-WAT-01].v,0.027,m³,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S013-WAT-01.due,d_b,Model.boxes[S013-WAT-01].due,3600,s,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S013-WAT-01.deadline,h_b,Model.boxes[S013-WAT-01].deadline,3600,s,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S013-WAT-01.priority,π_b,Model.boxes[S013-WAT-01].priority,12,系数,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S013-WAT-01.first,F_b,Model.boxes[S013-WAT-01].first,True,布尔,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S013-WAT-01.medical,M_b,Model.boxes[S013-WAT-01].medical,False,布尔,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S013-FOD-01.node,i_b,Model.boxes[S013-FOD-01].node,13,服务区索引,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S013-FOD-01.w,w_b,Model.boxes[S013-FOD-01].w,8,kg,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S013-FOD-01.v,v_b,Model.boxes[S013-FOD-01].v,0.028,m³,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S013-FOD-01.due,d_b,Model.boxes[S013-FOD-01].due,7200,s,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S013-FOD-01.deadline,h_b,Model.boxes[S013-FOD-01].deadline,无硬截止,s,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S013-FOD-01.priority,π_b,Model.boxes[S013-FOD-01].priority,10,系数,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S013-FOD-01.first,F_b,Model.boxes[S013-FOD-01].first,False,布尔,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S013-FOD-01.medical,M_b,Model.boxes[S013-FOD-01].medical,False,布尔,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S014-MED-01.node,i_b,Model.boxes[S014-MED-01].node,14,服务区索引,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S014-MED-01.w,w_b,Model.boxes[S014-MED-01].w,3,kg,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S014-MED-01.v,v_b,Model.boxes[S014-MED-01].v,0.012,m³,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S014-MED-01.due,d_b,Model.boxes[S014-MED-01].due,7200,s,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S014-MED-01.deadline,h_b,Model.boxes[S014-MED-01].deadline,3600,s,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S014-MED-01.priority,π_b,Model.boxes[S014-MED-01].priority,22,系数,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S014-MED-01.first,F_b,Model.boxes[S014-MED-01].first,True,布尔,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S014-MED-01.medical,M_b,Model.boxes[S014-MED-01].medical,True,布尔,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S014-WAT-01.node,i_b,Model.boxes[S014-WAT-01].node,14,服务区索引,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S014-WAT-01.w,w_b,Model.boxes[S014-WAT-01].w,14,kg,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S014-WAT-01.v,v_b,Model.boxes[S014-WAT-01].v,0.027,m³,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S014-WAT-01.due,d_b,Model.boxes[S014-WAT-01].due,3600,s,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S014-WAT-01.deadline,h_b,Model.boxes[S014-WAT-01].deadline,3600,s,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
